dropout_p,sequence_id,true_class,snr_quality,obs_ratio,gap_length,est_range,est_velocity,kin_residual,energy_residual,r_uncertainty,v_uncertainty,oracle_step,oracle_objective,oracle_pred,oracle_correct,oracle_latency_ms,J_5steps,f1_pred_5steps,miss_mse_5steps,kin_res_5steps,J_10steps,f1_pred_10steps,miss_mse_10steps,kin_res_10steps,J_20steps,f1_pred_20steps,miss_mse_20steps,kin_res_20steps,J_50steps,f1_pred_50steps,miss_mse_50steps,kin_res_50steps
0.200000,9,Vehicle,0.000000,0.687500,0.062500,0.499692,0.003055,0.016186,0.004307,0.000224,0.003637,5,0.018637,Vehicle,1,59.420970,0.018637,Vehicle,1.107319,0.134667,0.028534,Vehicle,1.105070,0.133316,0.048546,Vehicle,1.107872,0.133674,0.108550,Vehicle,1.109617,0.133738
0.200000,10,Cyclist,0.000000,0.750000,0.062500,0.499409,0.006327,0.012214,0.006504,0.000222,0.007010,5,0.135048,Cyclist,1,59.420970,0.135048,Cyclist,1.130988,0.101618,0.145035,Cyclist,1.135897,0.101437,0.165037,Cyclist,1.137190,0.101504,0.225038,Cyclist,1.137915,0.101526
0.200000,11,Empty,0.000000,0.625000,0.093750,0.499275,0.006201,0.015600,0.009858,0.000240,0.006855,5,0.042178,Empty,1,59.420970,0.042178,Empty,1.143623,0.129791,0.052157,Empty,1.145136,0.129617,0.072159,Empty,1.145785,0.129653,0.132159,Empty,1.146200,0.129639
0.200000,12,Vehicle,0.000000,0.812500,0.062500,0.499696,0.002950,0.011901,0.003993,0.000186,0.003318,5,0.023974,Vehicle,1,59.420970,0.023974,Vehicle,1.078930,0.099013,0.033842,Vehicle,1.080832,0.096139,0.053853,Vehicle,1.083971,0.096655,0.113854,Vehicle,1.086072,0.096682
0.200000,13,Pedestrian,0.000000,0.750000,0.083333,0.499579,0.002283,0.007230,0.004384,0.000144,0.002874,5,0.012440,Pedestrian,1,59.420970,0.012440,Pedestrian,1.092153,0.060157,0.022334,Pedestrian,1.057952,0.056314,0.042341,Pedestrian,1.059685,0.056633,0.102342,Pedestrian,1.061151,0.056669
0.200000,14,Vehicle,0.000000,0.812500,0.062500,0.499718,0.002608,0.009255,0.005078,0.000176,0.002963,5,1.634669,Pedestrian,0,59.420970,1.634669,Pedestrian,1.110206,0.076999,1.656263,Cyclist,1.108186,0.076426,1.679049,Cyclist,1.110969,0.076275,1.740165,Cyclist,1.112824,0.076285
0.200000,15,Empty,0.000000,0.875000,0.125000,0.499269,0.004199,0.019753,0.011506,0.000314,0.004073,5,0.019774,Empty,1,59.420970,0.019774,Empty,1.174164,0.164345,0.029734,Empty,1.169677,0.162437,0.049736,Empty,1.170667,0.162466,0.109736,Empty,1.171294,0.162463
0.200000,16,Vehicle,0.000000,0.687500,0.062500,0.499642,0.003021,0.014390,0.003552,0.000212,0.003596,5,0.015694,Vehicle,1,59.420970,0.015694,Vehicle,1.110125,0.119728,0.025617,Vehicle,1.109799,0.119349,0.045619,Vehicle,1.112911,0.119597,0.105619,Vehicle,1.114846,0.119594
0.200000,17,Vehicle,0.000000,0.750000,0.062500,0.499610,0.003433,0.008765,0.008236,0.000187,0.003773,10,1.585258,Cyclist,0,41.145840,1.586954,Pedestrian,1.104352,0.072922,1.585258,Cyclist,1.102752,0.070391,1.608645,Cyclist,1.105136,0.070326,1.669802,Cyclist,1.106825,0.070356
0.200000,18,Empty,0.000000,0.500000,0.100000,0.499362,0.003137,0.003838,0.003048,0.000032,0.002768,5,1.426639,Cyclist,0,59.420970,1.426639,Cyclist,1.047926,0.031934,1.465566,Cyclist,1.036501,0.031083,1.483982,Cyclist,1.036461,0.030894,1.544063,Cyclist,1.037010,0.030899
0.200000,19,Cyclist,0.000000,1.000000,0.000000,0.499568,0.001802,0.006528,0.003590,0.000159,0.002154,5,0.013258,Cyclist,1,59.420970,0.013258,Cyclist,0.000000,0.054312,0.023258,Cyclist,0.000000,0.054312,0.043258,Cyclist,0.000000,0.054312,0.103258,Cyclist,0.000000,0.054312
0.200000,20,Vehicle,0.000000,1.000000,0.000000,0.499782,0.001343,0.004323,0.005033,0.000069,0.001339,5,0.025153,Vehicle,1,59.420970,0.025153,Vehicle,0.000000,0.035968,0.035153,Vehicle,0.000000,0.035968,0.055153,Vehicle,0.000000,0.035968,0.115153,Vehicle,0.000000,0.035968
0.200000,21,Empty,0.000000,0.875000,0.062500,0.499372,0.001483,0.002385,0.002477,0.000054,0.002240,5,0.011440,Empty,1,59.420970,0.011440,Empty,1.014283,0.019844,0.021439,Empty,1.000190,0.019735,0.041428,Empty,1.000630,0.019533,0.101428,Empty,1.001225,0.019535
0.200000,22,Cyclist,0.000000,0.812500,0.062500,0.499650,0.002064,0.011250,0.006627,0.000168,0.002811,5,0.397785,Cyclist,1,59.420970,0.397785,Cyclist,1.108363,0.093600,0.407613,Cyclist,1.092321,0.089299,0.427606,Cyclist,1.092729,0.089087,0.487608,Cyclist,1.093473,0.089137
0.200000,23,Empty,0.000000,0.812500,0.062500,0.499369,0.001775,0.002923,0.002731,0.000049,0.002493,5,0.011554,Empty,1,59.420970,0.011554,Empty,1.024361,0.024322,0.021554,Empty,1.012213,0.025340,0.041540,Empty,1.012310,0.024846,0.101540,Empty,1.012682,0.024851
0.200000,24,Empty,0.000000,0.562500,0.109375,0.499367,0.002792,0.003135,0.002347,0.000036,0.002925,5,0.011592,Empty,1,59.420970,0.011592,Empty,1.045894,0.026087,0.021587,Empty,1.035587,0.028777,0.041582,Empty,1.036190,0.028637,0.101582,Empty,1.036858,0.028638
0.200000,25,Cyclist,0.000000,0.750000,0.083333,0.499421,0.004571,0.010796,0.018128,0.000154,0.004908,5,4.586338,Vehicle,0,59.420970,4.586338,Vehicle,1.136885,0.089822,4.596340,Vehicle,1.139702,0.089610,4.616340,Vehicle,1.140838,0.089646,4.676341,Vehicle,1.141538,0.089660
0.200000,26,Pedestrian,0.000000,0.812500,0.062500,0.499611,0.002062,0.006320,0.006267,0.000127,0.002699,5,0.012392,Pedestrian,1,59.420970,0.012392,Pedestrian,1.070536,0.052578,0.022327,Pedestrian,1.036663,0.050113,0.042337,Pedestrian,1.036592,0.050825,0.102337,Pedestrian,1.037808,0.050814
0.200000,27,Cyclist,0.000000,0.750000,0.062500,0.499590,0.002279,0.009061,0.004084,0.000143,0.002606,5,0.013289,Cyclist,1,59.420970,0.013289,Cyclist,1.101641,0.075385,0.023113,Cyclist,1.086323,0.070145,0.043120,Cyclist,1.087108,0.070439,0.103120,Cyclist,1.088148,0.070466
0.200000,28,Cyclist,0.000000,0.875000,0.062500,0.499656,0.003274,0.008687,0.006737,0.000169,0.004361,5,0.098203,Cyclist,1,59.420970,0.098203,Cyclist,1.117291,0.072277,0.108114,Cyclist,1.103398,0.070774,0.128118,Cyclist,1.104074,0.070957,0.188118,Cyclist,1.105015,0.070947
0.200000,29,Vehicle,0.000000,0.687500,0.104167,0.499619,0.002771,0.011747,0.004380,0.000199,0.003260,5,0.277721,Vehicle,1,59.420970,0.277721,Vehicle,1.095094,0.097732,0.287648,Vehicle,1.081411,0.096122,0.307647,Vehicle,1.084439,0.096160,0.367648,Vehicle,1.086454,0.096174
0.200000,30,Empty,0.000000,0.812500,0.062500,0.499357,0.002165,0.003483,0.003221,0.000051,0.002421,5,0.011624,Empty,1,59.420970,0.011624,Empty,1.024231,0.028977,0.021627,Empty,1.011919,0.031002,0.041616,Empty,1.012145,0.030749,0.101617,Empty,1.012641,0.030778
0.200000,31,Empty,0.000000,0.875000,0.062500,0.499377,0.001185,0.002499,0.002267,0.000042,0.001927,5,0.011415,Empty,1,59.420970,0.011415,Empty,1.023962,0.020792,0.021409,Empty,1.005335,0.019834,0.041405,Empty,1.004557,0.019716,0.101406,Empty,1.004925,0.019683
0.200000,32,Empty,0.000000,0.812500,0.062500,0.499371,0.001575,0.001993,0.002767,0.000038,0.002237,5,0.011435,Empty,1,59.420970,0.011435,Empty,1.035167,0.016581,0.021422,Empty,1.022478,0.014792,0.041424,Empty,1.021105,0.014807,0.101424,Empty,1.021449,0.014842
0.200000,33,Cyclist,0.000000,0.875000,0.125000,0.499637,0.002217,0.006880,0.003111,0.000130,0.002858,5,0.017650,Cyclist,1,59.420970,0.017650,Cyclist,1.124110,0.057242,0.027610,Cyclist,1.101349,0.056055,0.047609,Cyclist,1.102044,0.055977,0.107608,Cyclist,1.103164,0.055971
0.200000,34,Vehicle,0.000000,0.812500,0.062500,0.499682,0.002015,0.012082,0.003861,0.000182,0.002610,5,4.853477,Cyclist,0,59.420970,4.853477,Cyclist,1.084913,0.100525,4.863405,Cyclist,1.082186,0.099067,4.883396,Cyclist,1.086519,0.098876,4.943395,Cyclist,1.088679,0.098839
0.200000,35,Empty,0.000000,0.875000,0.062500,0.499378,0.001431,0.002017,0.002108,0.000052,0.002152,5,0.011451,Empty,1,59.420970,0.011451,Empty,1.002317,0.016784,0.021460,Empty,0.995852,0.018211,0.041454,Empty,0.995970,0.017499,0.101455,Empty,0.996459,0.017534
0.200000,36,Empty,0.000000,0.750000,0.125000,0.499370,0.002101,0.002930,0.002106,0.000031,0.002684,5,0.011446,Empty,1,59.420970,0.011446,Empty,1.039773,0.024375,0.021425,Empty,1.035102,0.023798,0.041425,Empty,1.035439,0.023803,0.101425,Empty,1.036081,0.023810
0.200000,37,Cyclist,0.000000,1.000000,0.000000,0.499715,0.001836,0.004065,0.003818,0.000089,0.002113,5,0.015691,Cyclist,1,59.420970,0.015691,Cyclist,0.000000,0.033818,0.025691,Cyclist,0.000000,0.033818,0.045691,Cyclist,0.000000,0.033818,0.105691,Cyclist,0.000000,0.033818
0.200000,38,Empty,0.000000,0.750000,0.083333,0.499379,0.002247,0.002655,0.003165,0.000064,0.002809,5,0.011492,Empty,1,59.420970,0.011492,Empty,1.014290,0.022087,0.021512,Empty,1.001665,0.022084,0.041501,Empty,1.002137,0.021920,0.101502,Empty,1.002843,0.021924
0.200000,39,Empty,0.000000,0.625000,0.125000,0.499364,0.002471,0.003244,0.002990,0.000036,0.002799,5,0.011488,Empty,1,59.420970,0.011488,Empty,1.043625,0.026987,0.021486,Empty,1.032587,0.029327,0.041480,Empty,1.033019,0.028958,0.101480,Empty,1.033576,0.028953
0.200000,40,Vehicle,0.000000,0.812500,0.062500,0.499667,0.002859,0.011362,0.006694,0.000172,0.003201,5,0.013526,Vehicle,1,59.420970,0.013526,Vehicle,1.111430,0.094528,0.023459,Vehicle,1.113862,0.093622,0.043460,Vehicle,1.117144,0.093786,0.103460,Vehicle,1.119082,0.093766
0.200000,41,Empty,0.000000,0.812500,0.062500,0.499364,0.002019,0.002274,0.002613,0.000042,0.002603,5,0.011541,Empty,1,59.420970,0.011541,Empty,1.002760,0.018918,0.021542,Empty,0.993449,0.018672,0.041528,Empty,0.993765,0.018419,0.101528,Empty,0.994349,0.018423
0.200000,42,Vehicle,0.000000,0.750000,0.062500,0.499685,0.002258,0.007634,0.002790,0.000187,0.002826,10,1.558681,Cyclist,0,41.145840,1.561428,Pedestrian,1.089576,0.063513,1.558681,Cyclist,1.091847,0.063002,1.578515,Cyclist,1.094747,0.063195,1.639867,Cyclist,1.096578,0.063221
0.200000,43,Empty,0.000000,0.687500,0.104167,0.499381,0.002764,0.002846,0.003444,0.000046,0.002957,5,0.011613,Empty,1,59.420970,0.011613,Empty,1.035228,0.023680,0.021599,Empty,1.021458,0.023997,0.041590,Empty,1.021974,0.023782,0.101590,Empty,1.022589,0.023802
0.200000,44,Vehicle,0.000000,0.812500,0.062500,0.499668,0.002249,0.007931,0.004631,0.000154,0.002848,5,0.017355,Vehicle,1,59.420970,0.017355,Vehicle,1.080839,0.065983,0.027331,Vehicle,1.081890,0.065415,0.047318,Vehicle,1.086382,0.065136,0.107318,Vehicle,1.088674,0.065111
0.200000,45,Cyclist,0.000000,0.812500,0.093750,0.499635,0.003038,0.008792,0.006599,0.000175,0.003613,5,0.023432,Cyclist,1,59.420970,0.023432,Cyclist,1.090319,0.073147,0.033385,Cyclist,1.070700,0.070082,0.053385,Cyclist,1.072145,0.070029,0.113385,Cyclist,1.073306,0.070062
0.200000,46,Cyclist,0.000000,0.875000,0.062500,0.499572,0.002893,0.006323,0.005086,0.000139,0.003363,5,0.201299,Cyclist,1,59.420970,0.201299,Cyclist,1.089227,0.052604,0.211225,Cyclist,1.078671,0.050830,0.231225,Cyclist,1.080284,0.050863,0.291226,Cyclist,1.081787,0.050890
0.200000,47,Pedestrian,0.000000,0.875000,0.062500,0.499648,0.002119,0.006865,0.005089,0.000128,0.002542,5,1.166710,Pedestrian,1,59.420970,1.166710,Pedestrian,1.107180,0.057115,1.194718,Pedestrian,1.086124,0.059110,1.214648,Pedestrian,1.087031,0.058987,1.275071,Pedestrian,1.088230,0.059014
0.200000,48,Empty,0.000000,0.562500,0.072917,0.499365,0.005778,0.013589,0.008979,0.000188,0.005138,5,4.322385,Vehicle,0,59.420970,4.322385,Vehicle,1.146541,0.113061,4.332318,Vehicle,1.149094,0.110041,4.352321,Vehicle,1.150197,0.110081,4.412321,Vehicle,1.150845,0.110023
0.200000,49,Vehicle,0.000000,0.875000,0.125000,0.499660,0.002529,0.006456,0.006303,0.000130,0.002833,5,0.013141,Vehicle,1,59.420970,0.013141,Vehicle,1.125953,0.053712,0.023105,Vehicle,1.110407,0.052473,0.043102,Vehicle,1.112242,0.052351,0.103102,Vehicle,1.113740,0.052345
0.200000,50,Empty,0.000000,0.937500,0.062500,0.499382,0.001065,0.003082,0.002795,0.000051,0.001923,5,0.011386,Empty,1,59.420970,0.011386,Empty,1.011483,0.025641,0.021387,Empty,0.996853,0.025624,0.041381,Empty,0.997145,0.025510,0.101381,Empty,0.997696,0.025511
0.200000,51,Vehicle,0.000000,0.750000,0.083333,0.499693,0.002313,0.010956,0.006712,0.000200,0.002848,5,0.177698,Vehicle,1,59.420970,0.177698,Vehicle,1.097488,0.091157,0.187549,Vehicle,1.083902,0.086911,0.207551,Vehicle,1.085229,0.086908,0.267554,Vehicle,1.086314,0.086961
0.200000,52,Pedestrian,0.000000,0.625000,0.075000,0.499572,0.003240,0.010914,0.004730,0.000160,0.003735,5,0.015565,Pedestrian,1,59.420970,0.015565,Pedestrian,1.098581,0.090807,0.025491,Pedestrian,1.068556,0.090134,0.045502,Pedestrian,1.070433,0.090491,0.105504,Pedestrian,1.071872,0.090555
0.200000,53,Vehicle,0.000000,0.750000,0.062500,0.499656,0.002699,0.013234,0.003202,0.000205,0.003125,5,1.541695,Pedestrian,0,59.420970,1.541695,Pedestrian,1.070366,0.110108,1.553260,Cyclist,1.068245,0.108948,1.571754,Cyclist,1.071575,0.108861,1.633186,Cyclist,1.073825,0.108827
0.200000,54,Empty,0.000000,0.750000,0.062500,0.499376,0.002052,0.002432,0.002882,0.000049,0.002687,5,1.419190,Pedestrian,0,59.420970,1.419190,Pedestrian,1.031839,0.020235,1.442653,Cyclist,1.021121,0.020260,1.460489,Cyclist,1.020247,0.019932,1.519977,Cyclist,1.020676,0.019956
0.200000,55,Cyclist,0.000000,0.812500,0.062500,0.499648,0.002124,0.009660,0.003413,0.000156,0.002830,5,0.015427,Cyclist,1,59.420970,0.015427,Cyclist,1.098336,0.080374,0.025321,Cyclist,1.087267,0.077440,0.045329,Cyclist,1.087721,0.077663,0.105330,Cyclist,1.088544,0.077690
0.200000,56,Vehicle,0.000000,0.875000,0.062500,0.499618,0.002267,0.005839,0.003659,0.000122,0.002858,5,0.012988,Vehicle,1,59.420970,0.012988,Vehicle,1.123364,0.048577,0.022981,Vehicle,1.134367,0.048642,0.042984,Vehicle,1.136915,0.048728,0.102986,Vehicle,1.138339,0.048768
0.200000,57,Cyclist,0.000000,0.937500,0.062500,0.499676,0.001517,0.008726,0.005196,0.000138,0.002043,5,0.012525,Cyclist,1,59.420970,0.012525,Cyclist,1.103761,0.072599,0.022488,Cyclist,1.090597,0.071003,0.042496,Cyclist,1.090726,0.071430,0.102497,Cyclist,1.091394,0.071440
0.200000,58,Pedestrian,0.000000,0.812500,0.093750,0.499618,0.002222,0.006303,0.003605,0.000127,0.003000,5,0.012158,Pedestrian,1,59.420970,0.012158,Pedestrian,1.095686,0.052439,0.022065,Pedestrian,1.054323,0.049899,0.042063,Pedestrian,1.055463,0.049782,0.102063,Pedestrian,1.056681,0.049805
0.200000,59,Pedestrian,0.000000,0.875000,0.062500,0.499591,0.001707,0.007394,0.005426,0.000126,0.002062,5,0.170335,Pedestrian,1,59.420970,0.170335,Pedestrian,1.020719,0.061516,0.180204,Pedestrian,0.994793,0.057537,0.200212,Pedestrian,0.995451,0.057758,0.260214,Pedestrian,0.996533,0.057813
0.200000,60,Pedestrian,0.000000,0.750000,0.062500,0.499582,0.002123,0.007263,0.004611,0.000133,0.002752,5,1.178089,Pedestrian,1,59.420970,1.178089,Pedestrian,1.072795,0.060432,1.193020,Pedestrian,1.053722,0.057291,1.209641,Pedestrian,1.054378,0.058071,1.270226,Pedestrian,1.055501,0.058151
0.200000,61,Vehicle,0.000000,0.812500,0.062500,0.499655,0.002370,0.009213,0.004318,0.000156,0.002984,5,0.026080,Vehicle,1,59.420970,0.026080,Vehicle,1.068015,0.076656,0.035934,Vehicle,1.069008,0.072549,0.055935,Vehicle,1.072118,0.072695,0.115935,Vehicle,1.074374,0.072693
0.200000,62,Pedestrian,0.000000,0.687500,0.078125,0.499558,0.002497,0.005758,0.004942,0.000129,0.002977,5,0.012500,Pedestrian,1,59.420970,0.012500,Pedestrian,1.076938,0.047906,0.022368,Pedestrian,1.049207,0.042596,0.042390,Pedestrian,1.049778,0.043829,0.102391,Pedestrian,1.050996,0.043810
0.200000,63,Pedestrian,0.000000,0.937500,0.062500,0.499671,0.001983,0.006647,0.003342,0.000108,0.002425,5,0.014267,Pedestrian,1,59.420970,0.014267,Pedestrian,1.065505,0.055299,0.024196,Pedestrian,1.034769,0.054074,0.044196,Pedestrian,1.035617,0.054050,0.104196,Pedestrian,1.036937,0.054066
0.200000,64,Cyclist,0.000000,0.750000,0.083333,0.499589,0.002307,0.008120,0.002981,0.000149,0.002962,5,0.012081,Cyclist,1,59.420970,0.012081,Cyclist,1.132254,0.067555,0.022036,Cyclist,1.115690,0.066765,0.042038,Cyclist,1.116524,0.066873,0.102039,Cyclist,1.117503,0.066911
0.200000,65,Pedestrian,0.000000,0.750000,0.125000,0.499591,0.002210,0.005546,0.003012,0.000137,0.002983,5,0.012524,Pedestrian,1,59.420970,0.012524,Pedestrian,1.128668,0.046143,0.022450,Pedestrian,1.091263,0.043647,0.042448,Pedestrian,1.092820,0.043307,0.102448,Pedestrian,1.093810,0.043321
0.200000,66,Vehicle,0.000000,0.625000,0.075000,0.499602,0.002937,0.013356,0.004892,0.000206,0.003276,5,0.041551,Vehicle,1,59.420970,0.041551,Vehicle,1.154075,0.111122,0.051473,Vehicle,1.147620,0.109682,0.071471,Vehicle,1.149229,0.109618,0.131473,Vehicle,1.150375,0.109661
0.200000,67,Pedestrian,0.000000,0.750000,0.125000,0.499567,0.002495,0.005164,0.004131,0.000131,0.003158,5,0.012156,Pedestrian,1,59.420970,0.012156,Pedestrian,1.123682,0.042964,0.022072,Pedestrian,1.090683,0.039229,0.042076,Pedestrian,1.091353,0.039572,0.102076,Pedestrian,1.092405,0.039576
0.200000,68,Pedestrian,0.000000,0.750000,0.083333,0.499608,0.003535,0.006776,0.003322,0.000173,0.003874,5,1.268337,Pedestrian,1,59.420970,1.268337,Pedestrian,1.123048,0.056377,1.304740,Cyclist,1.098758,0.051110,1.324619,Cyclist,1.099256,0.051479,1.384081,Cyclist,1.100162,0.051521
0.200000,69,Pedestrian,0.000000,0.687500,0.078125,0.499401,0.004288,0.013279,0.006046,0.000219,0.004946,5,2.427414,Vehicle,0,59.420970,2.427414,Vehicle,1.142781,0.110479,2.437428,Vehicle,1.145091,0.111634,2.457428,Vehicle,1.146196,0.111623,2.517428,Vehicle,1.146695,0.111608
0.200000,70,Pedestrian,0.000000,0.625000,0.125000,0.499597,0.003238,0.008495,0.004182,0.000171,0.003478,5,0.012737,Pedestrian,1,59.420970,0.012737,Pedestrian,1.120683,0.070677,0.022671,Pedestrian,1.100435,0.067961,0.042671,Pedestrian,1.101560,0.067811,0.102672,Pedestrian,1.102413,0.067794
0.200000,71,Pedestrian,0.000000,0.875000,0.062500,0.499589,0.001596,0.006988,0.005576,0.000133,0.002142,5,0.013005,Pedestrian,1,59.420970,0.013005,Pedestrian,1.055028,0.058144,0.022915,Pedestrian,1.023231,0.054680,0.042926,Pedestrian,1.023439,0.055206,0.102926,Pedestrian,1.024702,0.055223
0.200000,72,Cyclist,0.000000,0.875000,0.062500,0.499643,0.003121,0.010102,0.005635,0.000158,0.003857,5,0.012907,Cyclist,1,59.420970,0.012907,Cyclist,1.127125,0.084047,0.022817,Cyclist,1.118157,0.081920,0.042814,Cyclist,1.118187,0.081810,0.102814,Cyclist,1.118837,0.081822
0.200000,73,Pedestrian,0.000000,0.750000,0.083333,0.499580,0.002474,0.006028,0.006935,0.000125,0.003235,5,0.012353,Pedestrian,1,59.420970,0.012353,Pedestrian,1.102764,0.050154,0.022248,Pedestrian,1.081001,0.047178,0.042252,Pedestrian,1.082243,0.046979,0.102253,Pedestrian,1.083210,0.047024
0.200000,74,Vehicle,0.000000,0.750000,0.083333,0.499697,0.002976,0.012506,0.005056,0.000214,0.003589,5,0.018990,Vehicle,1,59.420970,0.018990,Vehicle,1.119358,0.104052,0.028827,Vehicle,1.110403,0.101491,0.048819,Vehicle,1.112419,0.101451,0.108820,Vehicle,1.113909,0.101460
0.300000,0,Cyclist,0.000000,0.812500,0.062500,0.499599,0.002395,0.008428,0.004558,0.000136,0.002959,5,0.014384,Cyclist,1,59.420970,0.014384,Cyclist,1.073028,0.070125,0.024292,Cyclist,1.055068,0.067035,0.044295,Cyclist,1.056177,0.067237,0.104297,Cyclist,1.057264,0.067303
0.300000,1,Empty,0.000000,0.625000,0.075000,0.499368,0.002795,0.003238,0.002851,0.000035,0.002994,5,0.011672,Empty,1,59.420970,0.011672,Empty,1.024059,0.026940,0.021647,Empty,1.017348,0.026509,0.041639,Empty,1.017397,0.026221,0.101640,Empty,1.017987,0.026245
0.300000,2,Empty,0.000000,0.687500,0.078125,0.499354,0.002400,0.003104,0.004322,0.000040,0.002601,5,0.011618,Empty,1,59.420970,0.011618,Empty,1.039477,0.025822,0.021600,Empty,1.032436,0.025189,0.041598,Empty,1.032683,0.025135,0.101598,Empty,1.033278,0.025144
0.300000,3,Empty,0.000000,0.562500,0.145833,0.499378,0.003089,0.003983,0.002571,0.000061,0.002964,5,0.011643,Empty,1,59.420970,0.011643,Empty,1.054551,0.033137,0.021608,Empty,1.044070,0.032062,0.041609,Empty,1.044365,0.032092,0.101610,Empty,1.044949,0.032105
0.300000,4,Empty,0.000000,0.750000,0.062500,0.499376,0.001768,0.003546,0.001795,0.000063,0.002371,5,1.406872,Pedestrian,0,59.420970,1.406872,Pedestrian,1.034606,0.029507,1.439131,Cyclist,1.023918,0.028974,1.456765,Cyclist,1.023993,0.028900,1.516331,Cyclist,1.024521,0.028962
0.300000,5,Empty,0.000000,0.750000,0.083333,0.499362,0.001834,0.001962,0.002187,0.000040,0.002467,5,1.425098,Cyclist,0,59.420970,1.425098,Cyclist,1.044677,0.016325,1.459703,Cyclist,1.030099,0.015243,1.476838,Cyclist,1.029824,0.014895,1.536814,Cyclist,1.030242,0.014971
0.300000,6,Cyclist,0.000000,0.625000,0.075000,0.499500,0.003039,0.007919,0.005075,0.000121,0.003247,5,0.012948,Cyclist,1,59.420970,0.012948,Cyclist,1.108942,0.065890,0.022797,Cyclist,1.098218,0.060689,0.042797,Cyclist,1.099466,0.060659,0.102799,Cyclist,1.100628,0.060718
0.300000,7,Pedestrian,0.000000,0.875000,0.062500,0.499682,0.002977,0.008271,0.004966,0.000152,0.003052,5,0.014143,Pedestrian,1,59.420970,0.014143,Pedestrian,1.074869,0.068811,0.024080,Pedestrian,1.043849,0.067219,0.044094,Pedestrian,1.045170,0.067682,0.104095,Pedestrian,1.046617,0.067709
0.300000,8,Pedestrian,0.000000,0.875000,0.062500,0.499216,0.003842,0.016113,0.015443,0.000226,0.004419,5,4.347288,Empty,0,59.420970,4.347288,Empty,1.188548,0.134058,4.357249,Empty,1.194278,0.133851,4.377250,Empty,1.195623,0.133858,4.437250,Empty,1.196415,0.133857
0.300000,9,Vehicle,0.000000,0.750000,0.083333,0.499688,0.002738,0.012124,0.003221,0.000206,0.003396,5,0.017362,Vehicle,1,59.420970,0.017362,Vehicle,1.136302,0.100869,0.027266,Vehicle,1.127874,0.098461,0.047275,Vehicle,1.130120,0.098867,0.107276,Vehicle,1.131656,0.098883
0.300000,10,Cyclist,0.000000,0.562500,0.109375,0.499332,0.005169,0.012924,0.007768,0.000230,0.005022,10,1.262984,Cyclist,1,41.145840,1.302926,Pedestrian,1.146055,0.107531,1.262984,Cyclist,1.141892,0.106096,1.282640,Cyclist,1.142970,0.106189,1.342730,Cyclist,1.143667,0.106208
0.300000,11,Empty,0.000000,0.750000,0.083333,0.499336,0.004557,0.019440,0.015298,0.000263,0.005341,5,0.043982,Empty,1,59.420970,0.043982,Empty,1.156772,0.161743,0.053972,Empty,1.158145,0.161956,0.073976,Empty,1.159148,0.162006,0.133976,Empty,1.159734,0.161992
0.300000,12,Vehicle,0.000000,0.562500,0.087500,0.499604,0.003878,0.011583,0.005313,0.000219,0.004028,5,0.024049,Vehicle,1,59.420970,0.024049,Vehicle,1.105049,0.096367,0.033993,Vehicle,1.094189,0.095245,0.053993,Vehicle,1.096694,0.095195,0.113994,Vehicle,1.098364,0.095172
0.300000,13,Pedestrian,0.000000,0.687500,0.078125,0.499558,0.002444,0.007846,0.005262,0.000147,0.002890,5,1.161427,Pedestrian,1,59.420970,1.161427,Pedestrian,1.077770,0.065278,1.189406,Pedestrian,1.052896,0.062428,1.209850,Pedestrian,1.053741,0.062183,1.270522,Pedestrian,1.054852,0.062252
0.300000,14,Vehicle,0.000000,0.500000,0.100000,0.499579,0.003904,0.014620,0.002975,0.000214,0.004041,5,0.015633,Vehicle,1,59.420970,0.015633,Vehicle,1.124017,0.121641,0.025527,Vehicle,1.118218,0.119854,0.045549,Vehicle,1.120866,0.120584,0.105548,Vehicle,1.122472,0.120520
0.300000,15,Empty,0.000000,0.500000,0.083333,0.499318,0.005145,0.012118,0.007202,0.000175,0.003114,5,1.444960,Pedestrian,0,59.420970,1.444960,Pedestrian,1.157595,0.100822,1.476178,Cyclist,1.156780,0.098546,1.497036,Cyclist,1.157815,0.098557,1.557619,Cyclist,1.158398,0.098520
0.300000,16,Vehicle,0.000000,0.625000,0.093750,0.499621,0.003399,0.015371,0.002841,0.000217,0.003841,5,1.573071,Pedestrian,0,59.420970,1.573071,Pedestrian,1.106942,0.127883,1.592013,Cyclist,1.096320,0.127273,1.613300,Cyclist,1.098897,0.127292,1.674612,Cyclist,1.100647,0.127300
0.300000,17,Vehicle,0.000000,0.812500,0.062500,0.499640,0.003505,0.010443,0.005937,0.000183,0.003753,5,0.013839,Vehicle,1,59.420970,0.013839,Vehicle,1.120422,0.086885,0.023782,Vehicle,1.119867,0.087750,0.043781,Vehicle,1.122646,0.087748,0.103782,Vehicle,1.124155,0.087780
0.300000,18,Empty,0.000000,0.625000,0.075000,0.499377,0.002788,0.003844,0.004297,0.000048,0.002760,5,0.011681,Empty,1,59.420970,0.011681,Empty,1.036909,0.031983,0.021637,Empty,1.028740,0.031074,0.041636,Empty,1.028168,0.031107,0.101637,Empty,1.028793,0.031118
