dropout_p,sequence_id,true_class,obs_ratio,gap_length,r_uncertainty,v_uncertainty,kin_residual,acc_residual,energy_residual,snr_quality,est_range,est_velocity,oracle_lambda,oracle_J,oracle_l_perc,oracle_l_recon,oracle_l_phys,oracle_kin_res,oracle_r_mae,oracle_v_mae,oracle_pred,oracle_correct,fixed_lambda,fixed_J,fixed_l_perc,fixed_l_recon,fixed_l_phys,fixed_kin_res,fixed_r_mae,fixed_v_mae,fixed_pred,fixed_correct,J_lambda_0.0000,J_lambda_0.0025,J_lambda_0.0050,J_lambda_0.0100,J_lambda_0.0200,J_lambda_0.0500
0.100000,71,Pedestrian,0.875000,0.062500,0.000129,0.002093,0.006581,0.030469,0.006061,0.000000,0.499598,0.001587,0.050000,0.257190,0.001935,1.017148,0.003872,0.054745,0.023217,0.023709,Pedestrian,1,0.010000,0.257194,0.001935,1.017165,0.003873,0.054756,0.023217,0.023709,Pedestrian,1,0.257196,0.257196,0.257196,0.257194,0.257194,0.257190
0.100000,72,Cyclist,0.812500,0.062500,0.000149,0.004147,0.008877,0.076851,0.007091,0.000000,0.499621,0.003392,0.050000,0.279684,0.000894,1.105851,0.009306,0.073849,0.035262,0.055336,Cyclist,1,0.010000,0.279686,0.000894,1.105861,0.009308,0.073860,0.035263,0.055337,Cyclist,1,0.279687,0.279687,0.279686,0.279686,0.279686,0.279684
0.100000,73,Pedestrian,0.937500,0.062500,0.000083,0.002245,0.003253,0.028237,0.003159,0.000000,0.499634,0.001627,0.050000,0.267595,0.001210,1.063003,0.002537,0.027064,0.036036,0.025454,Pedestrian,1,0.010000,0.267596,0.001210,1.063007,0.002537,0.027064,0.036036,0.025454,Pedestrian,1,0.267597,0.267596,0.267597,0.267596,0.267595,0.267595
0.100000,74,Vehicle,0.875000,0.062500,0.000206,0.002813,0.015043,0.037644,0.005503,0.000000,0.499714,0.002663,0.050000,0.285169,0.006417,1.103083,0.011924,0.125140,0.029120,0.050868,Vehicle,1,0.010000,0.285187,0.006417,1.103153,0.011926,0.125155,0.029120,0.050868,Vehicle,1,0.285191,0.285190,0.285189,0.285187,0.285183,0.285169
0.200000,0,Cyclist,0.875000,0.062500,0.000142,0.002464,0.008111,0.029744,0.004593,0.000000,0.499614,0.002032,0.005000,1.519506,1.234149,1.136538,0.004889,0.067484,0.022855,0.049118,Cyclist,1,0.010000,1.519513,1.234156,1.136539,0.004889,0.067484,0.022855,0.049118,Cyclist,1,1.519508,1.519511,1.519506,1.519513,1.519515,1.519514
0.200000,1,Empty,0.812500,0.062500,0.000050,0.002436,0.002240,0.036925,0.003079,0.000000,0.499383,0.001744,0.050000,0.250798,0.001001,0.997237,0.001952,0.018636,0.028904,0.027281,Empty,1,0.010000,0.250799,0.001001,0.997241,0.001952,0.018636,0.028904,0.027282,Empty,1,0.250799,0.250798,0.250798,0.250799,0.250799,0.250798
0.200000,2,Empty,0.750000,0.125000,0.000040,0.002445,0.002656,0.022734,0.002790,0.000000,0.499359,0.002017,0.010000,1.664413,1.400963,1.052226,0.001573,0.022098,0.023303,0.027748,Cyclist,0,0.010000,1.664413,1.400963,1.052226,0.001573,0.022098,0.023303,0.027748,Cyclist,0,1.664435,1.664434,1.664434,1.664413,1.664426,1.664440
0.200000,3,Empty,0.812500,0.062500,0.000060,0.002389,0.002301,0.030303,0.002546,0.000000,0.499383,0.001648,0.050000,1.648387,1.390203,1.030924,0.001814,0.019145,0.018524,0.025805,Cyclist,0,0.010000,1.648404,1.390219,1.030924,0.001814,0.019146,0.018524,0.025805,Cyclist,0,1.648406,1.648402,1.648400,1.648404,1.648399,1.648387
0.200000,4,Empty,0.875000,0.062500,0.000041,0.002257,0.002526,0.026000,0.002400,0.000000,0.499376,0.001563,0.050000,0.249660,0.000938,0.993211,0.001677,0.021013,0.023180,0.033048,Empty,1,0.010000,0.249661,0.000938,0.993216,0.001677,0.021013,0.023180,0.033048,Empty,1,0.249662,0.249661,0.249661,0.249661,0.249661,0.249660
0.200000,5,Empty,0.687500,0.078125,0.000030,0.002796,0.003391,0.037462,0.002788,0.000000,0.499374,0.002473,0.050000,0.256492,0.000951,1.019935,0.002228,0.028214,0.024415,0.021923,Empty,1,0.010000,0.256493,0.000951,1.019938,0.002228,0.028214,0.024415,0.021924,Empty,1,0.256493,0.256493,0.256493,0.256493,0.256493,0.256492
0.200000,6,Cyclist,0.937500,0.062500,0.000128,0.002604,0.009406,0.028750,0.004740,0.000000,0.499603,0.002102,0.000000,0.275725,0.001593,1.091282,0.005244,0.078259,0.020009,0.054429,Cyclist,1,0.010000,0.275725,0.001593,1.091284,0.005244,0.078259,0.020009,0.054429,Cyclist,1,0.275725,0.275725,0.275725,0.275725,0.275726,0.275727
0.200000,7,Pedestrian,0.875000,0.062500,0.000154,0.002998,0.007276,0.039066,0.005170,0.000000,0.499705,0.002938,0.050000,0.268243,0.002611,1.057253,0.005274,0.060531,0.055459,0.026874,Pedestrian,1,0.010000,0.268248,0.002611,1.057273,0.005275,0.060535,0.055459,0.026874,Pedestrian,1,0.268250,0.268250,0.268249,0.268248,0.268247,0.268243
0.200000,8,Pedestrian,0.750000,0.125000,0.000186,0.004410,0.012025,0.062447,0.009653,0.000000,0.499311,0.003950,0.050000,4.620939,4.333298,1.139898,0.010664,0.100044,0.007149,0.624733,Empty,0,0.010000,4.620940,4.333298,1.139904,0.010664,0.100049,0.007149,0.624732,Empty,0,4.620940,4.620940,4.620940,4.620940,4.620940,4.620939
0.200000,9,Vehicle,0.687500,0.062500,0.000222,0.003522,0.016074,0.072048,0.003839,0.000000,0.499694,0.002975,0.050000,0.285932,0.005128,1.109535,0.013683,0.133711,0.029640,0.068935,Vehicle,1,0.010000,0.285950,0.005128,1.109601,0.013687,0.133730,0.029640,0.068935,Vehicle,1,0.285954,0.285953,0.285952,0.285950,0.285945,0.285932
0.200000,10,Cyclist,0.750000,0.062500,0.000222,0.006996,0.012203,0.097248,0.006576,0.000000,0.499410,0.006305,0.005000,0.409516,0.120868,1.137914,0.016678,0.101522,0.010230,0.855087,Cyclist,1,0.010000,0.409517,0.120868,1.137915,0.016677,0.101522,0.010230,0.855087,Cyclist,1,0.409517,0.409517,0.409516,0.409517,0.409517,0.409517
0.200000,11,Empty,0.625000,0.093750,0.000239,0.006813,0.015582,0.086462,0.009734,0.000000,0.499272,0.006155,0.050000,0.318699,0.026031,1.146176,0.024494,0.129604,0.011882,0.819431,Empty,1,0.010000,0.318707,0.026031,1.146195,0.024508,0.129634,0.011882,0.819436,Empty,1,0.318708,0.318708,0.318707,0.318707,0.318705,0.318699
0.200000,12,Vehicle,0.812500,0.062500,0.000182,0.003268,0.011620,0.054584,0.003929,0.000000,0.499699,0.002924,0.050000,0.285353,0.011537,1.085998,0.009265,0.096665,0.032138,0.073515,Vehicle,1,0.010000,0.285368,0.011537,1.086056,0.009267,0.096681,0.032138,0.073515,Vehicle,1,0.285372,0.285371,0.285371,0.285368,0.285365,0.285353
0.200000,13,Pedestrian,0.750000,0.083333,0.000139,0.002787,0.006811,0.043566,0.004353,0.000000,0.499582,0.002229,0.050000,0.267627,0.001206,1.061139,0.004541,0.056656,0.029392,0.033145,Pedestrian,1,0.010000,0.267629,0.001206,1.061150,0.004542,0.056665,0.029393,0.033145,Pedestrian,1,0.267630,0.267630,0.267629,0.267629,0.267629,0.267627
0.200000,14,Vehicle,0.812500,0.062500,0.000173,0.002918,0.009169,0.037600,0.005030,0.000000,0.499720,0.002587,0.050000,1.918245,1.638358,1.112775,0.006773,0.076270,0.051482,0.072822,Cyclist,0,0.010000,1.918342,1.638445,1.112812,0.006774,0.076281,0.051482,0.072821,Cyclist,0,1.918371,1.918367,1.918356,1.918342,1.918321,1.918245
0.200000,15,Empty,0.875000,0.125000,0.000313,0.004045,0.019527,0.066904,0.011694,0.000000,0.499268,0.004154,0.050000,0.302555,0.003486,1.171280,0.025000,0.162458,0.009647,0.642710,Empty,1,0.010000,0.302558,0.003486,1.171291,0.025001,0.162462,0.009647,0.642710,Empty,1,0.302559,0.302560,0.302558,0.302558,0.302558,0.302555
0.200000,16,Vehicle,0.687500,0.062500,0.000211,0.003455,0.014374,0.065797,0.003372,0.000000,0.499644,0.002922,0.050000,0.284304,0.002452,1.114745,0.012662,0.119562,0.024883,0.079507,Vehicle,1,0.010000,0.284325,0.002452,1.114826,0.012666,0.119589,0.024883,0.079507,Vehicle,1,0.284330,0.284329,0.284328,0.284325,0.284320,0.284304
0.200000,17,Vehicle,0.750000,0.062500,0.000181,0.003679,0.008456,0.056033,0.008263,0.000000,0.499613,0.003379,0.050000,1.846373,1.567906,1.106803,0.007065,0.070356,0.053588,0.061492,Cyclist,0,0.010000,1.846484,1.568013,1.106819,0.007065,0.070356,0.053588,0.061492,Cyclist,0,1.846508,1.846501,1.846492,1.846484,1.846456,1.846373
0.200000,18,Empty,0.500000,0.100000,0.000028,0.002654,0.003714,0.041044,0.002851,0.000000,0.499367,0.003052,0.000000,1.703315,1.443436,1.037010,0.002506,0.030899,0.021154,0.037361,Cyclist,0,0.010000,1.703325,1.443446,1.037009,0.002506,0.030899,0.021154,0.037361,Cyclist,0,1.703315,1.703326,1.703320,1.703325,1.703323,1.703335
0.200000,19,Cyclist,1.000000,0.000000,0.000159,0.002154,0.006528,0.029729,0.003590,0.000000,0.499568,0.001802,0.000000,0.003258,0.001497,0.000000,0.007043,0.054312,0.022094,0.056220,Cyclist,1,0.010000,0.003258,0.001497,0.000000,0.007043,0.054312,0.022094,0.056220,Cyclist,1,0.003258,0.003258,0.003258,0.003258,0.003258,0.003258
0.200000,20,Vehicle,1.000000,0.000000,0.000069,0.001339,0.004323,0.022188,0.005033,0.000000,0.499782,0.001343,0.000000,0.015153,0.014592,0.000000,0.002245,0.035968,0.027288,0.060456,Vehicle,1,0.010000,0.015153,0.014592,0.000000,0.002245,0.035968,0.027288,0.060456,Vehicle,1,0.015153,0.015153,0.015153,0.015153,0.015153,0.015153
0.200000,21,Empty,0.875000,0.062500,0.000051,0.002165,0.002348,0.030540,0.002445,0.000000,0.499376,0.001448,0.050000,0.251733,0.000996,1.001219,0.001730,0.019535,0.018261,0.035369,Empty,1,0.010000,0.251734,0.000996,1.001224,0.001730,0.019535,0.018261,0.035369,Empty,1,0.251735,0.251734,0.251734,0.251734,0.251733,0.251733
0.200000,22,Cyclist,0.812500,0.062500,0.000159,0.002695,0.010714,0.041511,0.006627,0.000000,0.499655,0.002005,0.050000,0.660973,0.385909,1.093463,0.006796,0.089116,0.028636,0.069368,Cyclist,1,0.010000,0.660976,0.385909,1.093473,0.006798,0.089135,0.028636,0.069368,Cyclist,1,0.660976,0.660977,0.660977,0.660976,0.660975,0.660973
0.200000,23,Empty,0.812500,0.062500,0.000046,0.002405,0.002987,0.036245,0.002730,0.000000,0.499374,0.001725,0.050000,0.254708,0.001007,1.012671,0.002134,0.024848,0.015881,0.025710,Empty,1,0.010000,0.254710,0.001007,1.012680,0.002134,0.024851,0.015881,0.025710,Empty,1,0.254711,0.254710,0.254710,0.254710,0.254710,0.254708
0.200000,24,Empty,0.562500,0.109375,0.000030,0.002835,0.003442,0.037741,0.002196,0.000000,0.499373,0.002718,0.050000,0.260795,0.001023,1.036852,0.002238,0.028637,0.017049,0.035122,Empty,1,0.010000,0.260796,0.001023,1.036856,0.002238,0.028638,0.017049,0.035122,Empty,1,0.260797,0.260797,0.260796,0.260796,0.260796,0.260795
0.200000,25,Cyclist,0.750000,0.083333,0.000154,0.004878,0.010776,0.060812,0.017985,0.000000,0.499420,0.004529,0.050000,4.861724,4.573575,1.141534,0.011061,0.089649,0.013248,0.590129,Vehicle,0,0.010000,4.861725,4.573575,1.141535,0.011063,0.089660,0.013248,0.590130,Vehicle,0,4.861725,4.861725,4.861725,4.861725,4.861724,4.861724
0.200000,26,Pedestrian,0.812500,0.062500,0.000123,0.002630,0.006107,0.041372,0.006142,0.000000,0.499613,0.002026,0.050000,0.261785,0.001318,1.037795,0.004073,0.050806,0.034918,0.020181,Pedestrian,1,0.010000,0.261788,0.001318,1.037804,0.004074,0.050814,0.034918,0.020181,Pedestrian,1,0.261789,0.261788,0.261789,0.261788,0.261787,0.261785
0.200000,27,Cyclist,0.750000,0.062500,0.000134,0.002499,0.008470,0.040789,0.004071,0.000000,0.499595,0.002213,0.050000,0.275153,0.001754,1.088131,0.005462,0.070455,0.014154,0.069408,Cyclist,1,0.010000,0.275156,0.001754,1.088144,0.005463,0.070466,0.014154,0.069409,Cyclist,1,0.275157,0.275157,0.275157,0.275156,0.275155,0.275153
0.200000,28,Cyclist,0.875000,0.062500,0.000165,0.004265,0.008527,0.059844,0.006756,0.000000,0.499658,0.003205,0.000000,0.364372,0.085943,1.105015,0.008701,0.070947,0.050376,0.059109,Cyclist,1,0.010000,0.364373,0.085943,1.105017,0.008701,0.070947,0.050376,0.059109,Cyclist,1,0.364372,0.364372,0.364373,0.364373,0.364373,0.364374
0.200000,29,Vehicle,0.687500,0.104167,0.000194,0.003208,0.011559,0.041735,0.004276,0.000000,0.499622,0.002734,0.050000,0.539248,0.265445,1.086404,0.008809,0.096155,0.035901,0.056975,Vehicle,1,0.010000,0.539259,0.265445,1.086444,0.008812,0.096170,0.035901,0.056975,Vehicle,1,0.539261,0.539261,0.539260,0.539259,0.539256,0.539248
0.200000,30,Empty,0.812500,0.062500,0.000048,0.002362,0.003699,0.038440,0.003000,0.000000,0.499362,0.002128,0.050000,0.254775,0.001037,1.012632,0.002317,0.030777,0.027956,0.025345,Empty,1,0.010000,0.254776,0.001037,1.012638,0.002317,0.030778,0.027956,0.025346,Empty,1,0.254777,0.254777,0.254777,0.254776,0.254776,0.254775
0.200000,31,Empty,0.875000,0.062500,0.000037,0.001901,0.002366,0.021331,0.002250,0.000000,0.499382,0.001177,0.005000,0.252637,0.001036,1.004925,0.001476,0.019683,0.020394,0.024574,Empty,1,0.010000,0.252637,0.001036,1.004926,0.001476,0.019683,0.020394,0.024574,Empty,1,0.252637,0.252637,0.252637,0.252637,0.252637,0.252637
0.200000,32,Empty,0.812500,0.062500,0.000036,0.002221,0.001784,0.027286,0.002668,0.000000,0.499376,0.001568,0.050000,0.256785,0.001041,1.021446,0.001531,0.014841,0.020557,0.026757,Empty,1,0.010000,0.256786,0.001041,1.021450,0.001531,0.014841,0.020557,0.026758,Empty,1,0.256786,0.256786,0.256786,0.256786,0.256786,0.256785
0.200000,33,Cyclist,0.875000,0.125000,0.000125,0.002815,0.006727,0.027579,0.003089,0.000000,0.499639,0.002193,0.050000,0.283397,0.006647,1.103155,0.003844,0.055965,0.016693,0.051323,Cyclist,1,0.010000,0.283399,0.006647,1.103162,0.003844,0.055969,0.016693,0.051322,Cyclist,1,0.283399,0.283400,0.283399,0.283399,0.283399,0.283397
0.200000,34,Vehicle,0.812500,0.062500,0.000178,0.002574,0.011880,0.048647,0.003817,0.000000,0.499684,0.001996,0.050000,5.115544,4.840913,1.088599,0.009926,0.098829,0.033456,0.066472,Cyclist,0,0.010000,5.115560,4.840913,1.088663,0.009927,0.098835,0.033456,0.066472,Cyclist,0,5.115564,5.115563,5.115562,5.115560,5.115556,5.115544
0.200000,35,Empty,0.875000,0.062500,0.000050,0.002113,0.002107,0.020873,0.002116,0.000000,0.499379,0.001414,0.050000,0.250569,0.001098,0.996456,0.001427,0.017534,0.035363,0.017976,Empty,1,0.010000,0.250569,0.001098,0.996459,0.001427,0.017534,0.035363,0.017976,Empty,1,0.250569,0.250569,0.250569,0.250569,0.250569,0.250569
0.200000,36,Empty,0.750000,0.125000,0.000027,0.002588,0.002862,0.017380,0.002038,0.000000,0.499373,0.002038,0.050000,0.260442,0.001029,1.036070,0.001585,0.023810,0.024673,0.026157,Empty,1,0.010000,0.260445,0.001029,1.036079,0.001585,0.023810,0.024673,0.026158,Empty,1,0.260445,0.260445,0.260445,0.260445,0.260444,0.260442
0.200000,37,Cyclist,1.000000,0.000000,0.000089,0.002113,0.004065,0.015961,0.003818,0.000000,0.499715,0.001836,0.000000,0.005691,0.005250,0.000000,0.001767,0.033818,0.137733,0.192017,Cyclist,1,0.010000,0.005691,0.005250,0.000000,0.001767,0.033818,0.137733,0.192017,Cyclist,1,0.005691,0.005691,0.005691,0.005691,0.005691,0.005691
0.200000,38,Empty,0.750000,0.083333,0.000057,0.002780,0.002635,0.041030,0.003216,0.000000,0.499387,0.002229,0.050000,0.252210,0.000953,1.002834,0.002195,0.021924,0.023308,0.026020,Empty,1,0.010000,0.252212,0.000953,1.002842,0.002195,0.021924,0.023308,0.026020,Empty,1,0.252212,0.252212,0.252212,0.252212,0.252212,0.252210
0.200000,39,Empty,0.625000,0.125000,0.000032,0.002699,0.003480,0.029305,0.002858,0.000000,0.499370,0.002397,0.050000,0.259872,0.000983,1.033568,0.001988,0.028949,0.027807,0.032907,Empty,1,0.010000,0.259873,0.000983,1.033573,0.001988,0.028951,0.027807,0.032907,Empty,1,0.259874,0.259874,0.259873,0.259873,0.259873,0.259872
0.200000,40,Vehicle,0.812500,0.062500,0.000169,0.003112,0.011270,0.046287,0.006611,0.000000,0.499669,0.002814,0.050000,0.283212,0.001200,1.119012,0.009038,0.093752,0.066814,0.057219,Vehicle,1,0.010000,0.283227,0.001200,1.119069,0.009039,0.093762,0.066814,0.057219,Vehicle,1,0.283230,0.283230,0.283229,0.283227,0.283224,0.283212
0.200000,41,Empty,0.812500,0.062500,0.000036,0.002506,0.002214,0.037278,0.002524,0.000000,0.499367,0.001963,0.050000,0.250114,0.001015,0.994345,0.002054,0.018423,0.018225,0.028452,Empty,1,0.010000,0.250115,0.001015,0.994346,0.002054,0.018423,0.018225,0.028452,Empty,1,0.250115,0.250116,0.250115,0.250115,0.250115,0.250114
0.200000,42,Vehicle,0.750000,0.062500,0.000187,0.002866,0.007599,0.038436,0.002621,0.000000,0.499685,0.002292,0.050000,1.813881,1.538329,1.096548,0.005661,0.063211,0.024980,0.074078,Cyclist,0,0.010000,1.813977,1.538419,1.096571,0.005662,0.063217,0.024980,0.074078,Cyclist,0,1.814011,1.813997,1.814001,1.813977,1.813953,1.813881
0.200000,43,Empty,0.687500,0.104167,0.000041,0.002811,0.002861,0.043984,0.003469,0.000000,0.499387,0.002653,0.050000,0.257235,0.001000,1.022582,0.002360,0.023801,0.014942,0.032581,Empty,1,0.010000,0.257236,0.001000,1.022586,0.002360,0.023802,0.014942,0.032581,Empty,1,0.257237,0.257237,0.257237,0.257236,0.257236,0.257235
0.200000,44,Vehicle,0.812500,0.062500,0.000151,0.002776,0.007826,0.040799,0.004625,0.000000,0.499670,0.002210,0.050000,0.279473,0.005817,1.088624,0.006000,0.065100,0.039546,0.065924,Vehicle,1,0.010000,0.279484,0.005817,1.088664,0.006001,0.065109,0.039547,0.065924,Vehicle,1,0.279486,0.279485,0.279485,0.279484,0.279481,0.279473
0.200000,45,Cyclist,0.812500,0.093750,0.000165,0.003594,0.008421,0.054690,0.006621,0.000000,0.499641,0.003030,0.010000,0.281712,0.011969,1.073306,0.005663,0.070059,0.039498,0.058155,Cyclist,1,0.010000,0.281712,0.011969,1.073306,0.005663,0.070059,0.039498,0.058155,Cyclist,1,0.281712,0.281712,0.281712,0.281712,0.281712,0.281712
0.200000,46,Cyclist,0.875000,0.062500,0.000136,0.003268,0.006117,0.044947,0.005030,0.000000,0.499574,0.002848,0.050000,0.461672,0.190171,1.081786,0.004220,0.050887,0.070800,0.064275,Cyclist,1,0.010000,0.461673,0.190171,1.081788,0.004220,0.050890,0.070800,0.064276,Cyclist,1,0.461673,0.461673,0.461673,0.461673,0.461672,0.461672
0.200000,47,Pedestrian,0.875000,0.062500,0.000132,0.002514,0.007093,0.037825,0.004872,0.000000,0.499646,0.002107,0.002500,1.447127,1.173986,1.088227,0.004335,0.059014,0.024902,0.035783,Pedestrian,1,0.010000,1.447135,1.173994,1.088229,0.004335,0.059010,0.024902,0.035783,Pedestrian,1,1.447128,1.447127,1.447133,1.447135,1.447139,1.447150
0.200000,48,Empty,0.562500,0.072917,0.000188,0.005123,0.013224,0.075517,0.009000,0.000000,0.499360,0.005752,0.050000,4.600029,4.308536,1.150836,0.015136,0.109999,0.007917,0.657252,Vehicle,0,0.010000,4.600031,4.308536,1.150843,0.015140,0.110014,0.007917,0.657248,Vehicle,0,4.600032,4.600032,4.600032,4.600031,4.600031,4.600029
0.200000,49,Vehicle,0.875000,0.125000,0.000125,0.002749,0.006291,0.024155,0.006366,0.000000,0.499662,0.002491,0.050000,0.281532,0.002293,1.113719,0.003237,0.052341,0.053586,0.062798,Vehicle,1,0.010000,0.281536,0.002293,1.113735,0.003237,0.052345,0.053586,0.062798,Vehicle,1,0.281537,0.281537,0.281537,0.281536,0.281535,0.281532
0.200000,50,Empty,0.937500,0.062500,0.000049,0.001886,0.003066,0.017115,0.002814,0.000000,0.499385,0.001051,0.050000,0.250803,0.000999,0.997687,0.001530,0.025511,0.020397,0.024186,Empty,1,0.010000,0.250804,0.000999,0.997691,0.001530,0.025511,0.020397,0.024186,Empty,1,0.250805,0.250804,0.250805,0.250804,0.250804,0.250803
0.200000,51,Vehicle,0.750000,0.083333,0.000193,0.002830,0.010452,0.030939,0.006488,0.000000,0.499697,0.002306,0.050000,0.439125,0.165623,1.086288,0.007720,0.086947,0.036649,0.082352,Vehicle,1,0.010000,0.439131,0.165623,1.086308,0.007722,0.086961,0.036649,0.082352,Vehicle,1,0.439132,0.439131,0.439131,0.439131,0.439129,0.439125
0.200000,52,Pedestrian,0.625000,0.075000,0.000159,0.003630,0.010884,0.067226,0.004087,0.000000,0.499573,0.003156,0.050000,0.273466,0.003481,1.071848,0.008091,0.090529,0.031043,0.035455,Pedestrian,1,0.010000,0.273471,0.003481,1.071868,0.008093,0.090548,0.031042,0.035455,Pedestrian,1,0.273473,0.273472,0.273472,0.273471,0.273470,0.273466
0.200000,53,Vehicle,0.750000,0.062500,0.000203,0.003103,0.013080,0.047710,0.003304,0.000000,0.499657,0.002689,0.050000,1.801481,1.530152,1.073739,0.011577,0.108805,0.025211,0.073072,Cyclist,0,0.010000,1.801603,1.530256,1.073807,0.011581,0.108824,0.025211,0.073071,Cyclist,0,1.801642,1.801643,1.801629,1.801603,1.801575,1.801481
0.200000,54,Empty,0.750000,0.062500,0.000045,0.002623,0.002399,0.038962,0.002860,0.000000,0.499380,0.002015,0.050000,1.675135,1.419452,1.020670,0.002063,0.019955,0.027685,0.029459,Cyclist,0,0.010000,1.675144,1.419460,1.020675,0.002063,0.019956,0.027685,0.029459,Cyclist,0,1.675146,1.675140,1.675143,1.675144,1.675141,1.675135
0.200000,55,Cyclist,0.812500,0.062500,0.000151,0.002791,0.009338,0.041462,0.003472,0.000000,0.499651,0.002103,0.050000,0.277456,0.003795,1.088508,0.006135,0.077673,0.046907,0.048644,Cyclist,1,0.010000,0.277464,0.003795,1.088537,0.006137,0.077690,0.046907,0.048644,Cyclist,1,0.277466,0.277465,0.277465,0.277464,0.277462,0.277456
0.200000,56,Vehicle,0.875000,0.062500,0.000123,0.002872,0.005862,0.026519,0.003584,0.000000,0.499618,0.002282,0.050000,0.287567,0.002015,1.138327,0.003884,0.048766,0.270590,0.424141,Vehicle,1,0.010000,0.287569,0.002015,1.138336,0.003884,0.048768,0.270590,0.424141,Vehicle,1,0.287570,0.287570,0.287570,0.287569,0.287569,0.287567
0.200000,57,Cyclist,0.937500,0.062500,0.000136,0.002073,0.008587,0.034378,0.005196,0.000000,0.499677,0.001528,0.000000,0.275345,0.000823,1.091394,0.006695,0.071440,0.021535,0.065495,Cyclist,1,0.010000,0.275347,0.000823,1.091404,0.006695,0.071437,0.021535,0.065495,Cyclist,1,0.275345,0.275346,0.275346,0.275347,0.275348,0.275353
0.200000,58,Pedestrian,0.812500,0.093750,0.000120,0.002873,0.005986,0.034892,0.003320,0.000000,0.499622,0.002157,0.050000,0.266230,0.001143,1.056667,0.003680,0.049798,0.010929,0.030422,Pedestrian,1,0.010000,0.266233,0.001143,1.056678,0.003681,0.049806,0.010929,0.030422,Pedestrian,1,0.266234,0.266233,0.266233,0.266233,0.266232,0.266230
0.200000,59,Pedestrian,0.875000,0.062500,0.000118,0.002076,0.006949,0.024918,0.005491,0.000000,0.499596,0.001721,0.050000,0.409343,0.159249,0.996519,0.003858,0.057809,0.030289,0.020951,Pedestrian,1,0.010000,0.409346,0.159249,0.996530,0.003858,0.057809,0.030289,0.020951,Pedestrian,1,0.409347,0.409347,0.409347,0.409346,0.409345,0.409343
0.200000,60,Pedestrian,0.750000,0.062500,0.000129,0.002750,0.006989,0.037619,0.004399,0.000000,0.499585,0.002124,0.005000,1.434100,1.169115,1.055502,0.004439,0.058151,0.020645,0.030692,Pedestrian,1,0.010000,1.434107,1.169122,1.055502,0.004439,0.058146,0.020645,0.030692,Pedestrian,1,1.434101,1.434102,1.434100,1.434107,1.434107,1.434125
0.200000,61,Vehicle,0.812500,0.062500,0.000148,0.002942,0.008737,0.045649,0.004186,0.000000,0.499659,0.002348,0.050000,0.284519,0.014366,1.074339,0.006275,0.072678,0.023528,0.056869,Vehicle,1,0.010000,0.284527,0.014366,1.074366,0.006277,0.072693,0.023528,0.056869,Vehicle,1,0.284529,0.284528,0.284527,0.284527,0.284525,0.284519
0.200000,62,Pedestrian,0.687500,0.078125,0.000123,0.002911,0.005266,0.042543,0.004496,0.000000,0.499563,0.002453,0.050000,0.265136,0.001498,1.050981,0.003571,0.043804,0.021654,0.025712,Pedestrian,1,0.010000,0.265139,0.001498,1.050992,0.003571,0.043810,0.021654,0.025713,Pedestrian,1,0.265140,0.265139,0.265140,0.265139,0.265138,0.265136
0.200000,63,Pedestrian,0.937500,0.062500,0.000104,0.002318,0.006498,0.029343,0.003395,0.000000,0.499673,0.001938,0.050000,0.263426,0.003261,1.036918,0.003740,0.054060,0.021922,0.021375,Pedestrian,1,0.010000,0.263431,0.003261,1.036937,0.003741,0.054066,0.021923,0.021375,Pedestrian,1,0.263431,0.263431,0.263431,0.263431,0.263429,0.263426
0.200000,64,Cyclist,0.750000,0.083333,0.000147,0.002809,0.008042,0.037795,0.002938,0.000000,0.499591,0.002216,0.050000,0.281413,0.000845,1.117497,0.004778,0.066908,0.029680,0.064989,Cyclist,1,0.010000,0.281415,0.000845,1.117502,0.004778,0.066912,0.029680,0.064990,Cyclist,1,0.281415,0.281415,0.281415,0.281415,0.281414,0.281413
0.200000,65,Pedestrian,0.750000,0.125000,0.000129,0.002895,0.005207,0.032097,0.002839,0.000000,0.499595,0.002157,0.050000,0.275900,0.001597,1.093808,0.003406,0.043313,0.027315,0.024760,Pedestrian,1,0.010000,0.275901,0.001597,1.093811,0.003406,0.043318,0.027315,0.024760,Pedestrian,1,0.275901,0.275901,0.275901,0.275901,0.275901,0.275900
0.200000,66,Vehicle,0.625000,0.075000,0.000204,0.003143,0.013180,0.059378,0.004532,0.000000,0.499604,0.002829,0.050000,0.319055,0.028817,1.150332,0.010618,0.109634,0.042973,0.079063,Vehicle,1,0.010000,0.319064,0.028817,1.150366,0.010621,0.109657,0.042973,0.079063,Vehicle,1,0.319066,0.319066,0.319065,0.319064,0.319062,0.319055
0.200000,67,Pedestrian,0.750000,0.125000,0.000125,0.003008,0.004757,0.040631,0.003708,0.000000,0.499570,0.002395,0.050000,0.275176,0.001239,1.092401,0.003349,0.039572,0.029796,0.034018,Pedestrian,1,0.010000,0.275177,0.001239,1.092402,0.003350,0.039572,0.029797,0.034018,Pedestrian,1,0.275177,0.275178,0.275177,0.275177,0.275177,0.275176
